point,alpha,beta_over_H,vtrue_over_Tc,MHc,Tc
592342,0.162679941599,241.837457865,2.71479512812,122.562112315,82.2189556033
592767,0.093908900423,296.18660556,2.42939964595,380.214543692,86.6090561427
593527,0.307454817376,180.815400146,2.95810627348,400.081456335,74.5023358514
594548,0.169279240687,291.50743175,2.7893608668,110.830346175,76.7969165877
598673,0.235362931619,131.412793527,2.64916993989,407.411938168,74.6109107513
600776,0.0350939011628,13.7641669362,2.21963201531,121.174763672,126.793239406
605737,0.235264700888,290.862047324,2.81238619468,411.852537384,79.1531646747
606893,0.128748204217,281.266393765,2.48218131038,390.982802665,86.5657685279
606953,0.185504221434,195.360283004,2.70386573232,423.665015817,82.0987347041
607264,0.185545594155,193.589157399,3.15375082586,277.470276799,249.692192941
607892,0.117296682718,265.168928503,2.54701980265,420.715225907,82.6586286234
609794,0.251961857149,178.728183971,2.74460632935,432.504173098,80.782089359
610152,0.201418435586,204.734468461,2.45750416973,382.838957599,85.4049061065
611213,0.0458529272145,2.52694370477,1.95596402964,418.428235658,108.100724128
611830,0.0566570793335,221.06645059,2.00679744449,447.21780813,125.273583092
615189,0.132025792698,268.151746374,2.60632402651,115.060592494,83.7689327291
616046,0.257591596394,165.701766177,2.6655418787,119.133282463,83.1289693996
616228,0.0662500348085,170.347506368,1.89822394556,447.54384464,58.4079241315
617133,0.33888500083,150.119599216,2.65886019397,409.494238448,82.4175082803
617741,0.0995382939875,90.2210901373,2.35728276801,392.200279479,86.8974494412
619443,0.23944581521,154.51936179,2.65712929711,419.386284556,83.1974502248
620068,0.139789192115,250.082758317,2.61528452835,415.377334878,83.6145904178
620638,0.56892058454,173.685450363,2.74787561393,410.0922921,79.8827179228
621526,0.107534329265,278.937754972,2.41388045013,397.840133572,87.0417535299
622786,0.284497974736,37.7047388838,2.60297828071,115.449928128,82.9833776659
623444,0.205369929667,158.981588717,2.73922713802,457.998733896,76.1078010014
623476,0.173050178316,203.696175179,2.6602801077,124.125008112,83.5474797511
623792,0.242790176791,172.120318057,2.72815220814,439.950901734,81.0491120828
624538,0.471360012709,199.926598963,2.70891234064,108.017155798,81.9180248916
628303,0.169465600536,211.501796009,2.68231478679,114.81545038,82.4331301102
630930,0.132226848188,293.585838042,2.69168433444,446.962502129,78.5311105613
633426,0.147872266412,274.572629337,2.68366857165,412.649302436,81.7124450691
635278,0.150117418605,198.771834413,2.60984097216,115.074559184,82.5712601884
635566,0.420690829552,273.995511034,2.75268576613,413.596835245,80.3702162484
636463,0.155147701986,142.203835899,2.58378312678,114.441910495,83.2017535593
636758,0.140994013554,236.687023813,2.65655327405,439.088829151,78.440009179
638049,0.57950442226,50.2256322625,2.69975087783,411.458120514,81.8870650719
638126,0.187301386758,244.524165933,2.79110430061,119.870744378,79.7117701016
638897,0.203120393942,78.664961754,2.60282133704,405.427965748,83.9215413569
639165,0.136267423716,285.31655809,2.70829554666,443.577650236,81.6550713136
640603,0.0518517682902,145.243161945,2.27350085882,111.698095342,90.5548995859
645280,0.108182476554,160.993155946,2.30075014624,410.119744617,110.954536788
645759,0.300056924678,76.614591454,2.6965867442,107.120568896,82.5459224702
646466,0.196523154425,197.085621037,2.6295101958,108.524720872,84.0261248861
646500,0.142347444695,198.820198118,2.57957337386,116.505456037,83.5067237087
649717,0.170037584529,238.658297547,2.79108843189,442.15843728,76.3755977079
649963,0.322459483479,104.555118793,2.73400584742,425.70702866,81.2781235547
651333,0.211760583553,299.304079128,2.75766557871,124.50459353,78.7865593593
651452,0.132344937681,272.799811984,2.59457046895,110.616309688,84.8181493566
656303,0.245989438059,71.3176826477,2.70108985267,430.902725353,81.534848728
658565,0.0455125681376,293.921356863,1.99383483886,425.085235089,119.366454021
667415,0.205644150397,187.75095822,2.60371034537,123.959146041,83.9266042846
667560,0.189156189166,188.296101427,2.68985269095,422.722989961,81.3005552851
669507,0.435480310628,60.0255298181,2.69579000724,420.119611081,81.8949414543
671012,0.211715870648,137.531761881,2.47524372011,401.983749979,85.1887801691
671951,0.160861091561,286.753121815,2.58551261081,394.616263494,84.7908234732
672402,0.279441547413,185.928667384,2.65386147944,401.236170721,82.9871084214
673502,0.175972905509,117.657170412,2.58036571009,411.909389151,82.9099823835
676434,0.139956023291,242.37280355,2.61637814418,412.981689891,83.6442996079
677741,0.539026747434,55.6048662998,2.70011227613,117.64238109,82.0274829014
677787,0.149487700906,93.9108958942,2.44909405643,118.66748411,85.0509200581
678121,0.421536568294,58.650492185,2.68558420172,122.478064817,82.5433090667
678213,0.192241755924,203.809916912,2.65225866013,409.216146525,82.5234488276
679130,0.207126157325,163.181240741,2.70112945161,425.115206661,81.827910946
680191,0.154154820239,265.332501097,2.58325088559,405.062995637,84.6236305407
682808,0.146283469281,276.897079033,2.69681191868,439.039852517,81.8371259895
688882,0.182608154444,292.482547854,2.644836914,115.219237022,82.4051546985
693217,0.246577765187,224.645593446,2.66601400611,396.989116415,82.7384312066
694446,0.109524728852,237.048975522,2.58947148823,116.730537631,84.5525056678
696966,0.12624643718,268.324177909,2.65296336855,118.503973596,82.3984506466
700871,0.162806366296,201.372301298,2.65543951374,420.049548343,83.2298023449
704004,0.109703953967,236.529045768,2.71272415401,112.086979867,82.2054713049
704376,0.113672348336,290.824530194,2.55898137664,108.430374137,85.7236733199
704822,0.139986909185,249.89818428,2.63187578323,118.532395262,83.7851168263
705055,0.108378287882,281.033926816,2.5615574006,408.680396705,84.8552114306
706743,0.280079577987,116.469844811,2.64092407458,413.669704827,83.2335612357
707795,0.140403294865,277.997055728,2.68024629604,439.473238008,82.0698912609
710755,0.230764622077,145.949693539,2.71634773895,434.646776158,81.5603142572
712193,0.220443381262,208.602715282,2.86320547281,412.685402971,77.9265313416
713701,0.109545290198,254.487660414,2.33432767448,372.19441695,87.7096681141
718156,0.155133794257,243.011075684,2.58018343591,110.36258567,83.6432259839
723063,0.137233084973,280.941754542,2.66190777078,428.925585637,82.3831030905
726335,0.226356641856,153.341817221,2.72261656483,397.462454794,80.8368455717
727232,0.286334691102,142.021304662,2.75824731241,430.960978262,80.6628979811
728999,0.282814313388,228.481302302,2.70031649401,410.778151342,82.0524088746
729767,0.117422748639,277.944583172,2.51637855674,395.040853622,85.6720298148
730000,0.130062123288,297.922247867,2.63621053207,418.128404103,83.7485522681
730891,0.0861332655685,228.653531998,2.41505337806,393.780982401,87.0018047433
731219,0.442695692107,89.2590124199,2.69189213973,406.868646037,82.0768136551
731594,0.27189166861,243.648355182,2.74683635688,118.051908044,80.8868173887
733462,0.145499942826,236.810861838,2.40639149257,106.41508308,86.2589210718
736355,0.168026645208,275.899322994,2.58407716058,395.39536696,84.4640692651
736877,0.16270538442,294.772858349,2.62209139501,388.262801126,82.9584810437
737360,0.203879323134,291.684892396,2.65106886281,405.627561248,82.7697374795
737783,0.254416508854,84.7643026468,2.3450212743,406.533976069,101.37972971
744093,0.145736324726,213.963071073,2.54675633234,402.795904294,84.9867559636
745751,0.223554438465,168.542976125,2.62456124338,406.0551322,83.792825958
748231,0.274515645011,249.390383777,2.73885183634,109.201198389,82.7976474587
748973,0.191084707078,247.755102373,2.59610384664,404.46275902,84.3500628605
752342,0.363467009165,154.471671671,2.6728609092,414.344785935,82.6654557032
753079,0.276862366808,155.610101241,2.57716139179,107.323726659,83.6981232344
753978,0.169205683962,216.44428568,2.73682445389,112.464660889,81.7177679389
754909,0.357185321531,253.310875229,2.73643992843,415.746650067,81.5796254685
756400,0.14376328256,277.995923836,2.68050839972,435.280268948,82.4706185421
757216,0.427347643997,203.573005997,2.79063577617,123.419600177,79.9668034462
759246,0.248263508539,246.781677236,2.74575771734,106.696369318,80.3305864235
759304,0.235638868412,129.303605042,2.73342134549,434.000523587,80.9920291621
759346,0.361548817459,250.154151386,2.6966835954,105.683944921,82.3857337504
759382,0.211923853078,165.456967286,2.73028600308,423.422939143,81.0197899299
762227,0.163267270383,181.816566085,2.58802722779,405.126275993,84.4011028834
765091,0.0804789987454,281.163783857,2.51659768636,387.496180832,83.7873695337
765873,0.216696762963,173.41158217,2.65125572143,400.896328205,82.1721666575
766404,0.281354308104,66.6034386027,2.74709489008,434.510612275,80.7768259858
766659,0.223640286884,294.465217255,2.77757691782,121.08381218,80.5796126794
768170,0.218289913081,114.36322266,2.61162871158,123.379223657,83.575453677
769637,0.214001534824,228.670162524,2.6560690982,404.623017094,81.9305528909
769792,0.120498391081,231.90611468,2.66654051723,121.784960816,83.2468139385
773312,0.202898557171,118.429781402,2.66839673682,436.955840146,78.8312458656
773603,0.161904275988,248.170755985,2.7524009602,408.816824665,80.5534472158
776438,0.284993765835,140.93281751,2.74910572171,431.379418291,80.9863532318
777179,0.259521430109,145.045598274,2.85698105055,113.946891848,77.8464856647
777439,0.134859982931,284.352458925,2.54938513514,402.838973003,85.0300870057
780176,0.240975225616,202.998083461,2.72169336128,113.359052702,80.8988216782
784182,0.139787740778,270.567215091,2.63733258918,435.641393508,81.0743593646
788420,0.187536119871,137.225512969,2.53658073003,123.535454023,84.3700041284
790026,0.166576710021,232.55413928,2.6693745634,110.821981846,82.4388327804
790600,0.177423380171,299.388903444,2.91942856365,413.712177392,76.3264000072
790760,0.410441074965,15.3122499072,2.81232021952,393.083824949,78.6055389102
791633,0.199803246083,203.596927711,2.72137761732,437.231377483,81.597687477
792235,0.200434004978,147.656773872,2.65620065692,420.039046111,82.7962717452
796871,0.108019638108,281.193079129,2.64509487271,438.844672759,83.1712992139
800543,0.323476043113,104.993451921,2.61437251163,411.457418355,83.0272764404
804967,0.248538676074,131.0239156,2.77984343775,438.100104128,80.1964538164
809862,0.153189993164,216.147895188,2.50096107198,112.641929705,85.0742798991
810051,0.261639117895,238.988075711,2.6685385883,399.705671303,82.796979553
812635,0.0341291292839,244.093509072,1.63627584792,482.012106584,68.6231777187
812990,0.141178759775,296.758767394,2.55280722983,401.756317777,85.4897515345
813327,0.208579463233,133.437563908,2.65588862446,422.753631852,81.9364068342
814496,0.115668470728,272.433744735,2.56599409801,418.297783738,83.1411398271
814501,0.229084800752,206.873114484,2.80580541182,415.534480155,78.0741895591
817844,0.275338248288,206.446062551,2.71839631935,123.337401211,82.1732314231
818693,0.138795813071,264.4302578,2.65317866967,435.778594075,81.7415259206
819319,0.128988427113,277.360517118,2.62448653331,438.325613618,81.6875365264
822323,0.128598517568,287.613716724,2.60355552192,113.725020809,83.8292875874
822980,0.278484489237,116.074101539,2.73095989948,110.123653287,81.5380301318
823508,0.150809715759,257.546601196,2.60440438719,409.394165793,84.7046344283
825655,0.58050910484,74.7301677216,2.75495568864,415.592921177,80.9026589757
825963,0.05773995882,243.05327414,2.20280498308,393.769736763,118.06539986
827765,0.348638415896,213.422828676,2.73414011143,113.218007859,81.2596932743
829239,0.117318750325,248.698870829,2.54118645464,118.764071515,84.5668154922
831828,0.156320639702,243.801228422,2.65497845912,425.347030272,82.8079084885
832806,0.213615006622,204.210131839,2.84040199471,429.350529467,77.7223741245
836092,0.184332825386,229.053982196,2.66261884019,441.910015259,80.4570617783
837078,0.163115273062,262.842605183,2.65581548158,116.129932154,83.6292197753
838286,0.214065803392,150.207230312,2.7374088108,441.189335084,80.3834634663
840165,0.204209023662,125.494739312,2.61524489417,417.55754933,83.3578438601
840277,0.406749870806,55.6521834205,2.57810595915,403.783660251,83.5567079987
847957,0.1865349174,179.703717753,2.66376868928,116.764249349,83.7966978302
849759,0.482022876841,42.393704694,2.61041420305,113.407457843,82.3591523035
850930,0.111447067184,247.900920809,2.52655399512,123.165809293,85.711478972
853109,0.211288034854,228.520700072,2.62992264962,406.086678034,83.5459531461
