point,alpha,beta_over_H,vtrue_over_Tc,MHc,Tc
553981,0.163147482321,234.679124693,2.69698896664,435.809553774,81.8858829921
555676,0.183143427842,209.632923708,2.483783678,115.250398929,107.224785251
556911,0.215508812787,148.248765823,2.68703615834,124.510006614,82.6634145131
557715,0.18477310551,209.027898,2.70852761117,415.933935408,81.9666105395
558569,0.217799918604,162.190019726,2.75085301235,446.050487935,80.8225738693
559141,0.185300614985,278.338948956,2.66002920203,420.924026981,102.167760916
561099,0.274401647044,129.207408333,2.6755783197,399.550903545,81.9376026409
562492,0.112878196816,248.2663936,2.52637706972,408.834462299,84.07787584
563131,0.437720645171,206.481507178,2.21517706738,108.958993784,125.869429381
565697,0.540403903041,105.893532674,2.78360203111,416.239934409,80.1674354718
568773,0.163191631692,160.39200818,2.61756092034,413.555958817,83.7860106995
570105,0.233391241863,130.85210335,2.67672982623,418.241945603,82.2486168826
574148,0.243825592142,92.6656398603,2.63541597523,428.554977301,80.4692614136
574993,0.121771056649,270.905587643,2.65938684395,114.786294162,83.4469129361
576160,0.156665226657,151.410543687,2.59048413832,105.735460123,82.3924488975
576296,0.132404683426,296.78891138,2.63935634469,420.443904352,82.9203871833
579473,0.164668827019,186.638908244,2.63660939308,117.227925577,83.7193419087
580950,0.204972650463,178.077662159,2.82927499628,431.286982614,77.6284391531
580972,0.383516192574,16.6464833143,2.98506607371,398.388805476,74.0919967904
582520,0.145908210145,210.773310665,2.64606700341,434.337614953,78.3607092593
583413,0.233834783781,129.863212128,2.68416769323,123.678873034,82.8939358014
585046,0.0526024087278,284.885287698,2.25082442466,378.719124607,91.5532686238
585831,0.195749352914,148.537512007,2.64694217596,381.844267407,81.2778791518
586144,0.134002349323,252.088499403,2.57276991277,389.139461389,84.4120838546
587081,0.236322172828,180.067650679,2.77103109613,111.901861679,80.5995375505
