point,worker,worker_local_index,Mh,MH,MA,MHc,tanb,sinbma,mu212,alpha_mix,beta_mix,lam1,lam2,lam3,lam4,lam5,m11sq,m22sq,BFB_allowed,perturbative_allowed,unitarity_allowed,max_abs_unitarity_eigenvalue,scan_row,point_id,S,T,U,chi2_STU,STU_allowed,HB_allowed,HS_chi2,HS_allowed,combined_allowed,status,mapped_decay_count,unmapped_decay_count,error,lambda_source,lambda_max_diff,n_phases,n_raw_transitions,n_paths,path_index,PT_type,path_quality,phase_sequence,n_steps,step,transition_id,transition_key,subcritical,path_transition_T,Tc,gamma_Tc,vfalse_Tc,vtrue_Tc,delta_phi_Tc,vtrue_over_Tc,delta_phi_over_Tc,false_h1_Tc,false_h2_Tc,true_h1_Tc,true_h2_Tc,Tn,S3_over_Tn,nucleation_residual,alpha,beta_over_H,vfalse_Tn,vtrue_Tn,delta_phi_Tn,vtrue_over_Tn,delta_phi_over_Tn,false_h1_Tn,false_h2_Tn,true_h1_Tn,true_h2_Tn,wrapper_status
714,0,714,97.104500643,125,400.647494554,395.22905546,9.77653525059,0.276031538972,840.203869946,1.1892023228,1.4688650957534886,3.3103805458,0.245115519019,5.37486927431,-2.37281667744,-2.51533794828,-7397.362707068087,-7406.455730902903,1,1,1,14.889052897421307,714,714,-0.0170805,-0.0238434,-0.000262542,2.5869505975917737,True,True,165.91092216880435,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,86.047392454,86.047392454,2.45902006977,1.86340512103e-05,211.592253508,211.592264996,2.45901993626,2.45902006977,1.60160396185e-05,9.52440756411e-06,-26.970603705,-209.866310494,57.2379041248,140.020491359,0.0204913590253,0.122324584201,164.826231315,1.46705964333e-05,238.063122263,238.063133955,4.15918657231,4.15918677658,-7.5548504081e-06,1.25757956019e-05,-25.5535334497,-236.687699532,OK
832,0,832,98.4822881847,125,409.115268193,408.778838423,10.6981680997,0.222499869647,929.667264346,1.25321533106,1.4775932003515542,0.631291717898,0.249370956979,5.67023272793,-2.59092369747,-2.60001762062,-4596.499910062212,-7518.825602519707,1,1,1,10.089270569536222,832,832,-0.0178591,-0.00155118,-1.65264e-05,0.7064906823068624,True,True,165.7429518978452,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.6696511127,82.6696511127,2.66809970476,9.84321712819e-06,220.5708809,220.570871726,2.66809981573,2.66809970476,-2.49743151655e-06,9.52112174341e-06,25.1524320616,219.132080405,48.1886512027,139.877304008,-0.122695991662,0.24791980339,167.940127853,1.97610421892e-05,242.463047407,242.463028257,5.03153836756,5.03153797016,6.67832849827e-06,1.85983525311e-05,23.1160153891,241.35861118,OK
1657,0,1657,114.862774326,125,431.52215829,423.047740529,21.5289509916,0.204896934104,591.953985912,1.31802220087,1.5243806069792916,4.61602446579,0.255779398549,5.91364857303,-2.62667334867,-2.86601442633,-266.5566783232007,-7722.637504747698,1,1,1,18.596101901160125,1657,1657,-0.0171854,-0.0407752,-0.000392291,4.925341972746808,True,True,165.3915939399373,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.9137049346,81.9137049346,2.59154062637,7.61864887809e-06,212.282686588,212.282694195,2.59154053351,2.59154062637,-4.39835693181e-08,7.61852191526e-06,-10.6974950858,-212.012977489,53.8098548631,139.977954484,-0.0220455159883,0.144831587111,212.858847154,3.12181123854e-06,237.595846048,237.595848848,4.4154708585,4.41547091052,-1.24687073406e-06,2.86199559427e-06,-11.3069878046,-237.326648496,OK
1983,0,1983,57.422166888,125,449.21320574,439.090771104,8.2643579116,-0.276308081077,340.606579794,1.73033070491,1.450380199609033,0.908687223443,0.256069420945,6.05678311182,-2.99016454696,-3.28733550813,9000.220927848373,-7498.75738093962,1,1,1,10.922904996684716,1983,1983,-0.0172437,-0.0510859,-0.000457094,6.747478479594826,True,True,166.20632661733518,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,79.1444838886,79.1444838886,2.76656389636,2.68620835146e-06,218.95827388,218.958271722,2.76656392362,2.76656389636,-1.44668307303e-06,2.26336550156e-06,15.131384979,218.434811532,49.4277762428,139.977691932,-0.0223080684505,0.188361084644,199.065238901,1.45302572503e-05,240.386776127,240.386790149,4.86339452024,4.86339480393,-5.25142605396e-06,-1.3548095813e-05,25.0995579963,239.072822221,OK
2343,0,2343,68.1327928833,125,412.251923068,423.885428885,6.27797833976,-0.100341924861,557.523412827,1.51334747133,1.4128363968080524,0.786787182477,0.262629002532,5.94589017954,-3.07054563185,-2.74907003044,-815.2329799173203,-7755.730928841785,1,1,1,10.43032838297829,2343,2343,-0.0193694,0.0564634,0.000559118,2.75491427273993,True,True,166.2558963164921,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.2614304514,83.2614304514,2.64000367929,1.633116363e-05,219.810466626,219.810482734,2.64000348582,2.64000367929,5.06816586361e-06,1.55248381727e-05,-32.8591045878,-217.340563366,55.9659494001,139.967825245,-0.0321747549411,0.132047396381,298.201046859,2.27204267798e-05,239.820325621,239.820302928,4.28511136131,4.28511095584,-4.60353592399e-06,-2.22491629068e-05,-36.9035879271,-236.963950378,OK
3548,0,3548,107.414611006,125,415.151398328,422.322969333,8.56915866676,0.276397498269,1396.21610874,1.17458066506,1.4546242109053835,0.224145078768,0.248787123631,5.90298677828,-2.84611284489,-2.64761965657,-343.5666518948983,-7430.099989365173,1,1,1,9.669335258779899,3548,3548,-0.0188621,0.0345939,0.000342482,0.8139316960215149,True,True,165.7643681394148,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.8589008397,82.8589008397,2.66260664099,1.42494194754e-05,220.620667305,220.620659641,2.66260673348,2.66260664099,1.08892136192e-05,-9.19080965647e-06,-29.2859332674,-218.668271486,55.3936963486,139.999740956,-0.000259044400877,0.137339059713,295.928795279,1.76173801031e-05,240.357462584,240.357478156,4.33907607593,4.33907635704,-6.32738812098e-06,1.64419050375e-05,-28.6148126924,-238.648072094,OK
4975,0,4975,104.271778692,125,422.825100959,422.831592324,2.31916241845,-0.0403571251479,2618.21662181,1.20406235656,1.16369426845071,0.570389475554,0.27210327745,5.86203983892,-2.83546543249,-2.83528401051,-1514.3418707496057,-6720.996614002036,1,1,1,10.163607453177882,4975,4975,-0.0180897,3.1294e-05,4.3456e-07,0.6220052177961914,True,True,176.01766509771304,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.7295864408,82.7295864408,2.66759514303,1.03621482263e-05,220.689050428,220.689042974,2.66759523313,2.66759514303,-3.45526611234e-06,9.76909678307e-06,91.5960949743,200.782998195,52.7774785563,139.995789155,-0.00421084508375,0.167919134066,221.062186662,1.91497305739e-05,241.004389771,241.00440766,4.56642485324,4.56642519219,-8.51789512783e-07,-1.91307771844e-05,95.9417240912,221.084376353,OK
6215,0,6215,119.831679482,125,406.163024609,418.618217899,2.00427213973,-0.251664834253,2036.78526808,1.36240175919,1.1080016879302326,0.856539527236,0.300379652847,5.71791047953,-2.98128640812,-2.64177917707,-3381.299189550352,-6833.092506682641,1,1,1,10.230972365422474,6215,6215,-0.0194041,0.0594872,0.00060368,3.1338438931810906,True,True,181.09795897054423,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.766739333,83.766739333,2.61963516166,4.90019112594e-06,219.438290886,219.438295734,2.61963510379,2.61963516166,-2.87410519071e-06,-3.96880239159e-06,101.437927295,194.585483562,55.8585180554,139.987246115,-0.0127538854026,0.13600106475,273.580017409,4.90019112594e-06,240.010711594,240.010716431,4.29676117358,4.29676126016,-2.87410519071e-06,-3.96880239159e-06,107.68766516,214.49594041,OK
10004,0,10004,87.6488745295,125,409.477971162,417.94733749,6.08753268074,-0.101825935322,294.482419277,1.50998300818,1.407980282680419,3.72240908097,0.263844704408,5.79237253769,-2.97188675617,-2.74028625223,-3529.7393561669546,-7789.031563749868,1,1,1,16.03398561346887,10004,10004,-0.0189538,0.0403172,0.000407685,1.1851325333731426,True,True,166.4468633432049,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.6425836067,83.6425836067,2.55121323051,1.60107852608e-05,213.39008193,213.390065932,2.55121342178,2.55121323051,2.94083358971e-06,1.57383843664e-05,30.7431253452,211.163887324,57.928601675,139.968221922,-0.0317780778067,0.110680049361,291.20091624,1.60107852608e-05,236.950698547,236.950682542,4.09039216718,4.09039189089,2.94083358971e-06,1.57383843664e-05,37.5069787023,233.963373396,OK
10246,0,10246,85.9052789572,125,549.409667425,123.013089307,4.37062663346,-0.0875371247201,1037.8924,1.43351711816,1.3458678103538684,0.995847723631,0.264897923068,0.506175003429,4.56673032708,-4.90906987513,-1673.4338480160786,-7625.692693232657,1,1,1,24.366845282993182,10246,10246,0.0569736,0.0115693,-0.000274251,6.417497856372887,True,True,172.20215031559266,,True,NUCLEATED,38,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,85.064832652,85.064832652,2.58654226937,1.60035007969e-05,220.023797798,220.023785291,2.5865424164,2.58654226937,-6.90565665729e-06,1.44368952302e-05,49.638168148,214.351402749,58.4392037187,139.996997905,-0.00300209509084,0.111619918013,183.733260626,1.5984618335e-05,239.692106897,239.692122376,4.10156353345,4.10156379832,-7.33714730331e-06,-1.42012074404e-05,53.4077082245,233.666263741,OK
10320,0,10320,119.643330788,125,427.348937893,433.952138029,4.38371906659,0.337157002704,2654.5354692,1.0026218032,1.3465172494172757,1.0213498336,0.25450857158,6.06662300264,-3.00349526694,-2.81553362436,2986.9845311543504,-7085.027593130343,1,1,1,11.115714089046364,10320,10320,-0.0189322,0.0329888,0.000310476,0.7275831275869784,True,True,167.48416361945877,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.4771253714,82.4771253714,2.65721937338,2.13761269014e-06,219.159814774,219.159815398,2.65721936582,2.65721937338,-2.13355001289e-06,-1.31728340057e-07,50.9093624102,213.16486866,55.3694190048,139.983941624,-0.0160583762752,0.133758670984,295.415414071,2.22204477526e-05,239.565885606,239.565907337,4.32668230787,4.32668270036,-3.54832420263e-07,-2.22176144597e-05,53.7126918578,233.466829077,OK
10758,0,10758,102.67323337,125,418.327069885,412.054419213,9.84532864766,0.184550663589,741.713193104,1.28395780632,1.4695724594574178,5.90059781956,0.252809237977,5.71618400261,-2.59769985918,-2.7698425324,-4962.199132609018,-7603.775096658826,1,1,1,21.47024015835502,10758,10758,-0.017256,-0.0291747,-0.000296107,3.2215335268386407,True,True,165.96584583094184,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.1576054927,83.1576054927,2.51857548433,1.52817247499e-05,209.438691256,209.43870653,2.51857530066,2.51857548433,-2.15216829394e-06,-1.51294178e-05,22.9383538651,208.178762886,52.1772937102,139.99999198,-8.02020551305e-06,0.165452921164,104.300489127,1.20022195418e-05,238.007336545,238.007325996,4.56151171555,4.56151151338,-4.59743770269e-06,1.10867867527e-05,24.738475857,236.71818701,OK
10800,0,10800,108.062130751,125,424.870095453,423.764016174,10.9950595565,0.131586286821,760.592665308,1.34812691462,1.4800959261087563,7.06415498065,0.255971873636,5.95124713283,-2.81256770585,-2.84358947221,-2246.4059670995102,-7685.731670285801,1,1,1,24.651961147140398,10800,10800,-0.0179823,-0.00534579,-5.1722e-05,0.9079051560104827,True,True,165.83641439854244,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.1997745905,81.1997745905,2.56506381487,6.66767280472e-06,208.282603139,208.282603578,2.56506380947,2.56506381487,-6.66536390142e-06,1.75455671171e-07,19.1495055343,207.400432035,50.4353919838,139.999914263,-8.57371346683e-05,0.183718078246,95.6063034499,1.12254275084e-05,237.564095083,237.564105867,4.71026566342,4.71026587724,-4.09715233778e-06,-1.04510078685e-05,21.8835726366,236.554028757,OK
14545,0,14545,96.7195625176,125,428.603300634,436.907029527,7.68890480892,-0.304256432631,842.458443286,1.75062250276,1.4414647451504594,3.05750385877,0.257351638683,6.05725391128,-3.16424688914,-2.92672414684,5941.985151999335,-7530.883014023091,1,1,1,14.859097131420377,14545,14545,-0.0191455,0.0418694,0.000390064,1.3044998420726144,True,True,166.09363559987048,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.8476825638,81.8476825638,2.60749146568,1.26136175721e-05,213.41712274,213.417133771,2.6074913309,2.60749146568,-4.89932270712e-06,1.16232519231e-05,-22.86275247,-212.188979044,59.2840882379,139.952514358,-0.0474856421576,0.0945318372067,291.116384276,3.60894582564e-06,235.45110003,235.451096593,3.97157326744,3.97157320947,6.76055503014e-07,-3.54505838164e-06,-28.6029982768,-233.70727202,OK
14781,0,14781,65.1836992546,125,383.489524479,394.646971229,6.6860172719,0.0940611306058,382.620755344,1.3281305951,1.422330981771287,1.77292072666,0.251908197151,5.40377944264,-2.6738847979,-2.38695187057,-8765.284259499454,-7625.281547616051,1,1,1,11.48484554067158,14781,14781,-0.0189717,0.0492557,0.000556008,1.955982251565127,True,True,166.7668414077727,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,86.880848464,86.880848464,2.47165693398,1.52193367527e-05,214.739636822,214.739651536,2.47165676462,2.47165693398,9.44165487493e-07,-1.51900218145e-05,41.8749646488,210.617185809,59.7534655882,140.057815069,0.0578150689318,0.11083408521,298.25711345,2.01079815395e-05,238.367829205,238.367809114,3.98918835685,3.9891880206,2.36425661441e-06,1.99685055088e-05,37.5104737423,235.397931936,OK
15199,0,15199,82.8246047549,125,400.341724172,400.192194749,3.91699761038,0.294822236301,1185.70715785,1.02156847609,1.3208379569763142,1.24338033484,0.227653177431,5.48026300585,-2.56274322649,-2.56669931662,-7623.243040650127,-6813.659694249456,1,1,1,10.741424868463051,15199,15199,-0.0177534,-0.00067024,-8.04234e-06,0.668862637702863,True,True,168.6552542801279,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.3718643694,81.3718643694,2.68790766738,2.58162635394e-05,218.720073753,218.720058148,2.68790785916,2.68790766738,2.42871248288e-05,8.7530012386e-06,65.3042961152,208.743430008,45.8758567479,139.850842103,-0.149157897246,0.291381735506,90.4970642785,2.74604239798e-05,242.621529669,242.621552261,5.28865392099,5.28865441347,-2.08062807249e-05,-1.79213160105e-05,61.2411835549,234.765253169,OK
18447,0,18447,115.048025136,125,431.190864681,433.500223832,15.6122874787,0.064442598829,792.974717565,1.44234430809,1.506831593875726,3.62003326579,0.257762280247,6.08387429407,-2.93291667297,-2.86692148893,3373.349753115366,-7751.827644407298,1,1,1,16.338958731376263,18447,18447,-0.0184695,0.011507,0.000108088,0.2923862952516481,True,True,165.48677461798297,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.5909889962,82.5909889962,2.57940877049,1.52892814214e-05,213.0359061,213.03592138,2.57940858548,2.57940877049,1.51226444869e-06,1.52143084831e-05,-13.8112517754,-212.587738622,58.2488535913,140.000894218,0.000894217788613,0.105933375572,294.24747381,1.65295068156e-05,236.014813689,236.014797331,4.05183620171,4.05183592086,1.31215381713e-06,-1.6477343473e-05,-15.1839515589,-235.525879461,OK
19209,0,19209,86.7295325228,125,393.687855315,400.45473596,4.29820232611,0.0106662930055,29.6891232883,1.33154091994,1.342207415201636,2.5260201128,0.264124996905,5.43733853676,-2.73652168831,-2.55892012407,-7870.162971144392,-7795.078230176755,1,1,1,13.002300769719778,19209,19209,-0.018542,0.0304235,0.000331555,0.6035627923499418,True,True,168.24825040597835,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,3,2,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,85.8669750408,85.8669750408,2.5090310368,9.61831025575e-06,215.442914492,215.442905413,2.50903114253,2.5090310368,-5.20705685706e-06,-8.08693088033e-06,-50.2745632376,-209.494910907,56.6992501841,140.036733891,0.0367338910465,0.132224071218,282.983116234,2.17758600715e-05,239.180330895,239.180352668,4.21840377286,4.21840415688,4.63676241087e-06,2.12764780027e-05,-54.4574324212,-232.898301284,OK
19210,0,19210,72.3650102949,125,538.86610761,123.9056222,3.48897014903,0.389817623848,2057.5353592,0.891228252474,1.2916617939574262,0.470390940274,0.195492312868,0.695851201616,4.41932514794,-4.66997615148,-6350.050934335197,-5899.056295197032,1,1,1,23.544429951936202,19210,19210,0.0556901,0.00625113,-0.000431246,7.005325344304799,True,True,171.48660911867228,,True,NUCLEATED,38,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,77.5792306223,77.5792306223,2.79887274561,1.00471958286e-05,217.134402197,217.134394214,2.79887284851,2.79887274561,-2.67356846017e-06,9.68494582881e-06,81.1688514947,201.392567302,46.7732818624,139.959733261,-0.0402667385124,0.228752804249,233.655068874,8.80303885336e-06,242.472456844,242.472464635,5.18399494731,5.18399511387,1.71252532322e-06,-8.63485669083e-06,68.9815404303,232.453090768,OK
21347,0,21347,56.2466586891,125,436.285632284,429.18569051,10.7134778836,-0.141072160953,17.6321071919,1.6192699442,1.4777256212181076,5.74730464592,0.259930585179,5.97680917094,-2.93914029284,-3.14222033775,1823.0740299610457,-7768.078803889737,1,1,1,21.217866452871213,21347,21347,-0.0174193,-0.0348233,-0.000326671,3.9810153673583417,True,True,166.12679560269135,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,3,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,80.2293239071,80.2293239071,2.60577064672,1.62227115421e-05,209.059232727,209.059217243,2.60577083971,2.60577064672,4.68778819974e-06,-1.55306474937e-05,-2.0706742211,-209.048977746,54.1632386994,140.009162136,0.00916213640642,0.132693393986,221.069964892,2.19646553519e-05,235.553583063,235.553561531,4.3489567596,4.34895636206,2.78428979763e-06,-2.17874692209e-05,-16.8720613113,-234.948556159,OK
24723,0,24723,66.5904708563,125,426.706659581,417.18703166,2.01156993247,-0.409313087024,2012.51814834,1.53115310661,1.1094520404805008,0.0336517426559,0.301024552355,5.68697579283,-2.65983662276,-2.92533843865,1376.651805257904,-6913.3951755864555,1,1,1,9.225353715985833,24723,24723,-0.0169849,-0.0449598,-0.000443361,5.6579532799319985,True,True,205.79092160718568,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,77.0846877132,77.0846877132,2.89465718121,1.76124906475e-05,223.133728022,223.13374485,2.8946569629,2.89465718121,-2.48597365527e-06,-1.74361624732e-05,95.2704640806,201.772642484,48.4994286788,139.991278327,-0.00872167321745,0.191973117002,191.899331108,2.6304235713e-05,241.456722283,241.456696406,4.97854776563,4.97854723208,7.09134395487e-06,2.53303307787e-05,105.775483404,217.055052571,OK
24776,0,24776,75.3213914275,125,403.259530154,408.291752947,3.0283531767,0.0884308349001,1259.7113261,1.16331067157,1.2518571689904114,0.575039203103,0.250083151382,5.64040402506,-2.75225129217,-2.61728180099,-5286.047640674553,-7212.88623244822,1,1,1,9.780158135352588,24776,24776,-0.0184506,0.0232039,0.000243339,0.36281616744491774,True,True,170.8447459638322,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.5569443992,84.5569443992,2.58476731634,2.41221086313e-05,218.560002455,218.560026253,2.5847670349,2.58476731634,5.04693099242e-06,2.35882303783e-05,-80.0349017635,-203.378684165,53.8812137363,140.000003238,3.23751115161e-06,0.163050549584,197.470169677,5.11667290976e-06,240.907025841,240.907028458,4.47107645013,4.47107649869,5.00381763487e-06,1.06871452802e-06,-77.2501019411,-228.185487815,OK
26191,0,26191,110.507034854,125,436.142698696,439.094182902,8.66053448186,-0.356806381119,931.101410641,1.82068610881,1.4558390962290673,5.47178942154,0.256343043827,6.11835792942,-3.09365461315,-3.00828056884,5395.10144428233,-7553.4032299040855,1,1,1,20.62538410381939,26191,26191,-0.0186023,0.0149541,0.000137305,0.2696848467414901,True,True,165.90520857998095,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,79.3799957497,79.3799957497,2.65846581753,2.18766133452e-05,211.02902715,211.029005297,2.65846609284,2.65846581753,-3.16545551294e-06,-2.16463877552e-05,-20.9134448436,-209.990185782,53.2686609636,139.934008813,-0.0659911867761,0.140882514445,247.327142241,6.86207157093e-06,236.379201965,236.379207199,4.43749096914,4.43749106741,4.990291311e-06,4.71009754419e-06,-26.2286114816,-234.919533162,OK
27255,0,27255,100.752609068,125,403.504568605,419.919504595,2.14282585079,-0.212891568762,1754.22156555,1.34869699223,1.1341635708882152,0.615174509156,0.292608364049,5.80270243352,-3.06152428762,-2.61481751737,-2709.513875946173,-7135.490133382614,1,1,1,9.919244375014063,27255,27255,-0.0198599,0.0788115,0.000800355,6.1963464991987385,True,True,179.1055892592781,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.3573072132,83.3573072132,2.64268444962,1.76671898604e-05,220.287075689,220.287059534,2.64268464342,2.64268444962,-6.16714132266e-07,-1.76564226626e-05,-96.1405769359,-198.200366252,55.8314236254,139.960045748,-0.0399542524993,0.134306144542,296.102096611,2.50506370367e-05,240.100672522,240.100648393,4.3004576443,4.30045721213,-4.13854611161e-06,-2.4706413176e-05,-101.850802455,-217.427567215,OK
27313,0,27313,100.101463694,125,419.805001385,421.871784231,6.20738705101,-0.183173212412,382.070997904,1.59528359672,1.4110702848398886,4.99861585398,0.263796600304,5.82729700827,-2.92950875619,-2.87201774083,-2214.3767683265096,-7738.218502368199,1,1,1,19.143897250047413,27313,27313,-0.0183002,0.00994038,9.78695e-05,0.3173409687895786,True,True,166.45107107141865,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.7774884195,81.7774884195,2.59165393526,3.22552478095e-06,211.938951579,211.938949678,2.5916539585,2.59165393526,2.31955303482e-06,-2.24135758663e-06,-29.2105418273,-209.916324859,54.9359519217,139.98524772,-0.0147522795169,0.130723823286,250.137422313,1.51498481746e-06,237.035572205,237.035571342,4.31476226249,4.31476224677,-1.3639290658e-06,-6.59451666613e-07,-36.8158266023,-234.159042965,OK
29501,0,29501,43.176638807,125,532.924771915,118.048637522,4.45047150352,0.054177547473,3.97160273883,1.29556784129,1.349771927548185,0.984319202609,0.253574127736,0.738287160628,4.23287095618,-4.69281255561,-9431.161953369412,-7707.77724877978,1,1,1,23.282466739810182,29501,29501,0.0575989,0.0395973,0.000640147,3.7647664044836486,True,True,176.6255669726897,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,3,2,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.3954542982,82.3954542982,2.68665274776,1.84142461608e-05,221.367958614,221.367973693,2.68665256475,2.68665274776,-1.45750401317e-05,-1.12540067011e-05,65.8272776883,211.354069308,51.7693553084,139.99603454,-0.0039654599062,0.188432789686,95.7483610941,1.17110407255e-05,241.823886033,241.823897452,4.67117824034,4.67117846092,-5.13561977532e-06,-1.05249173108e-05,55.2218909612,235.43435309,OK
29544,0,29544,101.727996006,125,553.579618116,107.704645121,5.56536144335,-0.355144673323,456.548385199,1.75607942808,1.3930106033080243,4.21977737159,0.262078268199,0.249336097064,4.72391934573,-5.02061443087,-64.37503548062386,-7555.093247125751,1,1,1,24.759018081117333,29544,29544,0.0639979,0.103089,0.00288532,6.1417582345309345,True,True,173.15191564680978,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.686374996,81.686374996,2.6520401634,6.00050605856e-06,216.635541372,216.635547292,2.65204009092,2.6520401634,1.89072824137e-06,5.69484149701e-06,-33.8699741791,-213.971452849,55.0416112346,139.966465311,-0.0335346888099,0.128314986525,280.126302341,1.28889619463e-05,238.759004983,238.758995513,4.33779098444,4.33779081239,6.95442047883e-06,-1.08517913662e-05,-41.7207669793,-235.085601564,OK
30782,0,30782,117.019040532,125,539.425029923,122.338735733,4.1002287314,0.391678098062,744.34889784,0.929122865941,1.3315775690184632,3.33580435241,0.258261247987,0.507688593067,4.36709910614,-4.75487183202,-6039.417901441335,-7397.915649813268,1,1,1,23.506502301405668,30782,30782,0.0563795,0.0152472,-0.000155206,5.850432396123863,True,True,173.78886660161257,,True,NUCLEATED,38,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.0807169096,84.0807169096,2.58350451726,8.35425326668e-06,217.222920148,217.22291195,2.58350461476,2.58350451726,3.56054117633e-06,7.55751904897e-06,53.0640318471,210.641889381,51.8929608559,140.043866652,0.043866651843,0.178372852807,198.550336457,4.22286546996e-05,240.923037591,240.922996638,4.64269206492,4.64269127575,-1.94765544013e-07,4.22282055518e-05,57.6957917843,233.912602595,OK
31065,0,31065,71.1318133513,125,539.595064823,110.022934989,2.93988368451,0.168405956235,776.43762877,1.07371150219,1.2429238069497828,0.825349904568,0.238906278595,0.598004907972,4.45335915677,-4.76925264036,-7958.090662861606,-7100.292455561567,1,1,1,23.81248114261138,31065,31065,0.0617177,0.0870934,0.00232714,4.522752906969934,True,True,180.42138693360488,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.1626827486,81.1626827486,2.72866888914,1.74518481498e-05,221.466104486,221.466087375,2.72866909996,2.72866888914,9.68598482929e-06,1.45171864261e-05,84.2868121451,204.799826012,46.0126294406,140.377312115,0.377312115252,0.290280041553,173.906129106,1.3601662123e-05,243.207917791,243.207930853,5.28567744872,5.28567773261,-7.85104222226e-06,-1.11070404939e-05,79.4607393557,229.861006213,OK
31976,0,31976,105.794392764,125,539.053297048,116.452819691,2.2011854719,0.308133833138,1058.12015025,0.83114094022,1.1443717348162217,1.0506182271,0.261757014431,0.498601465481,4.39992335927,-4.75524875537,-6703.021251846922,-6826.217757472119,1,1,1,23.564194450117203,31976,31976,0.0588238,0.0492972,0.000957959,3.4540655848712465,True,True,187.76801108018952,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.3039412174,82.3039412174,2.68987572261,2.06901019375e-05,221.387390989,221.387373356,2.68987593685,2.68987572261,1.74790190551e-05,1.10708721904e-05,97.41999898,198.800705953,46.6437930939,140.073681652,0.0736816522881,0.277892717876,163.824124496,2.43838997988e-05,243.134604897,243.134628331,5.21258218448,5.21258268687,-3.6127747129e-06,-2.41147761398e-05,101.089799557,221.122790603,OK
