point,worker,worker_local_index,Mh,MH,MA,MHc,tanb,sinbma,mu212,alpha_mix,beta_mix,lam1,lam2,lam3,lam4,lam5,m11sq,m22sq,BFB_allowed,perturbative_allowed,unitarity_allowed,max_abs_unitarity_eigenvalue,scan_row,point_id,S,T,U,chi2_STU,STU_allowed,HB_allowed,HS_chi2,HS_allowed,combined_allowed,status,mapped_decay_count,unmapped_decay_count,error,lambda_source,lambda_max_diff,n_phases,n_raw_transitions,n_paths,path_index,PT_type,path_quality,phase_sequence,n_steps,step,transition_id,transition_key,subcritical,path_transition_T,Tc,gamma_Tc,vfalse_Tc,vtrue_Tc,delta_phi_Tc,vtrue_over_Tc,delta_phi_over_Tc,false_h1_Tc,false_h2_Tc,true_h1_Tc,true_h2_Tc,Tn,S3_over_Tn,nucleation_residual,alpha,beta_over_H,vfalse_Tn,vtrue_Tn,delta_phi_Tn,vtrue_over_Tn,delta_phi_over_Tn,false_h1_Tn,false_h2_Tn,true_h1_Tn,true_h2_Tn,wrapper_status
422770,1,172770,105.278458063,125,431.951336524,429.035960872,25.8141519954,0.039886387494,411.699865952,1.49218027525,1.5320772463528438,5.33624373534,0.257856150166,6.0594283745,-2.82434600421,-2.90730262406,482.6439196882766,-7789.433056317017,1,1,1,20.408448860563894,422770,422770,-0.0178591,-0.0143109,-0.000135014,1.5695480440239815,True,True,165.49338320570456,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,80.8906885549,80.8906885549,2.61699751465,1.24778139488e-05,211.690721054,211.690730907,2.61699739285,2.61699751465,-7.26034831384e-06,1.0148063032e-05,-8.3738120588,-211.525035521,50.4462826488,139.996668972,-0.00333102809535,0.185858163287,126.373373184,8.3141220031e-06,238.396159826,238.396152207,4.72574285573,4.72574270471,3.02787335812e-06,-7.74316521906e-06,-9.3487795688,-238.212781648,OK
423635,1,173635,70.0839078081,125,447.281235208,446.162336283,5.45438561895,0.348311697091,1380.14796038,1.03370194445,1.3894713546896702,0.095721649977,0.214652554212,6.88895482295,-3.14429677337,-3.17733507901,-9174.148423535411,-6588.946494969196,1,1,1,11.100670519775386,423635,423635,-0.01826,-0.0057791,-5.01359e-05,0.9193922951773053,True,True,166.80019790796044,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,3,2,1,0,1_STEP,CLEAN,0->2,1,1,1,0,0,124.21045979,124.21045979,2.00944742267,1.96229981898e-05,249.594368746,249.594388293,2.00944726529,2.00944742267,-1.9621628108e-05,2.31880032979e-07,248.87378633,18.9522396406,81.6528980955,140.000001123,1.12293216148e-06,0.0621834173942,153.521564762,1.12143177362e-05,273.856650113,273.856639175,3.35391218806,3.3539120541,1.07159826179e-05,3.30584918299e-06,273.049065425,21.0160101196,OK
423732,1,173732,41.7456002905,125,452.198584334,456.210547688,10.8841658649,-0.293491754458,38.0588595614,1.77705436854,1.4791769588862353,3.77195582928,0.250614639077,6.36681342127,-3.4925446545,-3.37209703245,14396.079692787873,-7390.03611425836,1,1,1,16.677973726404076,423732,423732,-0.0188955,0.0213479,0.000182932,0.3212955384038658,True,True,166.1466702760593,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,75.7087178804,75.7087178804,2.81420479456,1.26101980087e-05,213.059825288,213.059836849,2.81420464185,2.81420479456,4.94467979177e-06,-1.16003118741e-05,1.64526905785,213.053472728,43.4628949114,140.008327599,0.00832759869354,0.291956958492,101.892773661,1.63564535891e-05,238.297983135,238.297999331,5.48279132398,5.48279169661,-3.03408860132e-06,-1.60725816337e-05,11.0461965951,238.041824701,OK
424818,1,174818,119.709217845,125,405.588001908,413.238668117,5.12163595938,0.18083870791,533.89576969,1.19613295759,1.3779721097809763,5.2959690225,0.263276548038,5.6355040547,-2.87844707814,-2.67140862433,-5646.595442824402,-7664.606344511286,1,1,1,19.62705094355138,424818,424818,-0.0188064,0.0358726,0.000369839,0.8879423567926819,True,True,167.3248476290348,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.3173971195,84.3173971195,2.49487612835,2.32619028147e-05,210.361484512,210.361461278,2.49487640391,2.49487612835,5.46815470562e-06,2.26100731241e-05,39.4527293572,206.628740287,58.3012815581,139.879304419,-0.120695581001,0.107011831789,192.819057276,9.84091016803e-06,235.955998808,235.956008531,4.04718374112,4.04718390788,-3.72655330959e-07,-9.83385178552e-06,45.2522136747,231.576057767,OK
426046,1,176046,93.2212321085,125,406.526442352,416.483433804,4.1595182548,0.177427647739,1519.45396473,1.1564893815,1.334861390023802,1.05661279907,0.247090723527,5.80797221805,-2.89126281929,-2.62043519347,-3901.535273233104,-7192.490443449575,1,1,1,10.76433231557824,426046,426046,-0.019102,0.0472024,0.000481577,1.759974208929946,True,True,167.99412789127462,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.8417787048,82.8417787048,2.6484484499,6.31357905508e-06,219.40217994,219.402180398,2.64844844437,2.6484484499,6.19841360299e-06,-1.20039547275e-06,-57.2384908344,-211.804324152,48.3769016759,139.995717123,-0.00428287692117,0.241185923499,92.5853962379,1.25798196159e-05,242.128125256,242.128136945,5.00503580983,5.00503605145,-1.75063892448e-06,1.2457412449e-05,-57.3063688645,-235.24882386,OK
426578,1,176578,59.8380292029,125,540.774163599,113.931504805,3.174252179,0.283982492134,937.235198193,0.97765875207,1.2656038152704758,0.799586321286,0.210101456714,0.696828479552,4.45743610028,-4.77834644413,-9556.922001265104,-6514.979914017974,1,1,1,23.94674001250109,426578,426578,0.0600728,0.064212,0.00147612,3.414013905981455,True,True,177.78685180288613,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,75.9263501895,75.9263501895,2.88662828441,1.81964511514e-05,219.17116792,219.171149989,2.88662852058,2.88662828441,1.0165830159e-05,1.5091942608e-05,89.7239970923,199.964009745,46.7595898429,139.974591865,-0.0254081353736,0.228404208029,252.101021147,2.40608059835e-05,242.312702372,242.312687894,5.18209640388,5.18209609427,2.27792588323e-05,7.74775784516e-06,75.7096604502,230.181435058,OK
431623,1,181623,101.632792444,125,547.696435533,122.392856186,2.37821798172,-0.429199991945,1324.95169539,1.61636476533,1.1727579142050237,0.790711149084,0.292799231758,0.422655668817,4.52309317348,-4.89561838214,-1732.52382206537,-7199.220668884966,1,1,1,24.155697162179962,431623,431623,0.0570794,0.0151486,-0.000163739,5.955878080984423,True,True,199.705220835856,,True,NUCLEATED,38,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,80.9667565669,80.9667565669,2.75544933278,1.58575144103e-05,223.09977996,223.099795359,2.75544914258,2.75544933278,-9.43721244738e-06,-1.27436174023e-05,86.1498996721,205.795302679,48.7969835607,140.078120822,0.0781208224062,0.21238891101,212.495540204,2.2537083565e-05,242.585954568,242.585976468,4.97133094849,4.97133139728,-3.55472569916e-06,-2.22549783379e-05,93.7646533899,223.732284502,OK
432901,1,182901,94.9551391483,125,549.366974585,117.350348139,11.8879522379,0.0910315705311,530.87042868,1.3957173516,1.4868751192253649,6.83447636779,0.255943282796,0.57434563397,4.63707916615,-4.88215437723,-5035.1109215912265,-7715.265052124822,1,1,1,24.494967097971276,432901,432901,0.0593381,0.0448383,0.000786517,3.6586515749635122,True,True,164.10430640020078,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.7658965006,82.7658965006,2.57077523537,4.33749289101e-06,212.772512952,212.772517057,2.57077518577,2.57077523537,-9.96957551885e-07,4.22136473422e-06,-20.6083538046,-211.772137028,51.5685513716,139.982378365,-0.0176216347649,0.175118568237,109.855432494,6.75319746621e-06,239.099386346,239.099380412,4.6365348645,4.63653474942,2.67517952354e-06,-6.20073306427e-06,-21.542235787,-238.126959054,OK
433053,1,183053,99.9244774049,125,427.046030742,415.205332689,6.17290563314,-0.0137715308306,767.65746498,1.42396525455,1.410193288372215,3.46806300725,0.26081593415,5.70260790684,-2.60360215394,-2.93319578467,-2833.5773918211216,-7693.896818582016,1,1,1,15.623915554748029,433053,433053,-0.0167049,-0.0555322,-0.000550497,7.712299130560118,True,True,166.75266838984513,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.7794300626,82.7794300626,2.59879524696,1.85545376296e-05,215.126807209,215.126789393,2.59879546219,2.59879524696,7.93043819501e-06,1.67743559246e-05,33.97548462,212.426951268,53.0444939747,139.969785028,-0.030214971626,0.159179313124,177.305649535,7.73484790663e-06,239.171860454,239.171853348,4.50889135765,4.50889122369,-1.88022976187e-06,7.50284000771e-06,38.2212252259,236.098108368,OK
433794,1,183794,96.559524891,125,435.218135182,432.45502716,6.99137477068,-0.456430555074,492.443349209,1.90270591193,1.4287265590493483,5.39867909785,0.251008789715,5.893848376,-2.9927057967,-3.07194020333,5232.271524351503,-7268.71016969168,1,1,1,20.178100197740704,433794,433794,-0.01792,-0.0137042,-0.000127299,1.5138077795997713,True,True,166.44889018690031,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,77.4372065855,77.4372065855,2.72296851938,1.71955204833e-05,210.859060559,210.859075761,2.72296832307,2.72296851938,6.46362465908e-06,-1.59344746057e-05,21.250045082,209.785554803,51.0881776938,139.999012182,-0.000987818034559,0.154486787156,210.055306847,7.91002758288e-06,236.967122596,236.967130126,4.63839450324,4.63839465063,1.40262933922e-06,-7.78467515692e-06,31.4228228373,234.874484345,OK
434439,1,184439,93.2137438625,125,546.527567313,119.158805631,4.76830117268,0.335831753392,2167.61165698,1.02158582301,1.3640739527775876,0.0953457660924,0.22910303368,0.544994447214,4.6448072071,-4.75745205901,-2316.618234033136,-6736.697297634631,1,1,1,24.10696503844332,434439,434439,0.0583239,0.0340059,0.000434076,4.199692583637912,True,True,166.64242846838278,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.3893085032,82.3893085032,2.68142131125,3.89036933506e-06,220.92044827,220.92044764,2.6814213189,2.68142131125,3.8755602185e-06,-3.39126165167e-07,54.6330497481,214.058576887,52.6563237907,140.027590029,0.0275900292485,0.161129345105,238.045935133,1.34016122154e-05,241.689102278,241.689090356,4.58993497607,4.58993474966,8.4987427034e-06,1.03621707395e-05,50.9891415944,236.249295448,OK
435190,1,185190,104.444849282,125,528.97387778,116.510982755,2.4910391925,0.478126066246,264.454871972,0.690530288932,1.1890501459566625,1.55412305464,0.243987947882,0.546684193927,4.18779620412,-4.61115132285,-9081.432287892374,-6769.727260132196,1,1,1,22.755730570721767,435190,435190,0.057905,0.0481191,0.000938859,3.418392302616337,True,True,187.17047970214165,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,3,2,1,0,1_STEP,CLEAN,0->2,1,1,1,0,0,79.4100833192,79.4100833192,2.80519374435,1.14207978611e-05,222.760679374,222.760668966,2.80519387542,2.80519374435,-1.82167715805e-07,1.14193449333e-05,88.4491791444,204.448191442,41.2536782059,139.986997678,-0.0130023222688,0.435484807339,33.4303074958,2.71323436432e-05,244.03131778,244.031342997,5.91538326746,5.91538387872,-1.87274979103e-05,-1.96327505355e-05,91.3642078946,226.28271161,OK
435986,1,185986,59.3492210066,125,415.435601819,420.35845631,4.92159371201,-0.15223812196,238.184287284,1.52317138137,1.370338983937758,0.990908958806,0.267551003553,5.86838561374,-2.9677289026,-2.83174858226,-2018.8660904303401,-7808.858008484678,1,1,1,10.723605767105402,435986,435986,-0.0185924,0.0235864,0.00023467,0.3708580100499569,True,True,166.2530619508202,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.5344571623,81.5344571623,2.70210058765,1.44955354962e-05,220.314313022,220.314304612,2.7021006908,2.70210058765,-1.02182608311e-05,1.02814247509e-05,37.1692507599,217.156264751,50.655510947,140.078899061,0.0788990605939,0.190683056922,218.105763718,1.98772523174e-05,241.219120168,241.219100383,4.76195216786,4.76195177727,5.65648771912e-06,1.90554272157e-05,46.1172805994,236.769635648,OK
436673,1,186673,110.268144194,125,421.818438987,412.932837643,6.07911300469,-0.109951304414,338.877009223,1.51793280912,1.407758751898678,6.3401536272,0.264072526716,5.61922590567,-2.66013029978,-2.9052643822,-4580.173942187128,-7766.958861629519,1,1,1,22.422521293297017,436673,436673,-0.0169863,-0.0414104,-0.000416754,5.053975834196446,True,True,166.2958759589474,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.0503391834,83.0503391834,2.51312292765,3.08646431146e-05,208.715680916,208.715711551,2.51312255878,2.51312292765,8.23386499375e-06,2.97460864964e-05,-30.7684043471,-206.435318573,57.6969967927,139.994444928,-0.005555072259,0.107546917898,256.921357313,1.71472892372e-05,235.04924491,235.04926076,4.07385579799,4.0738560727,-3.91546802922e-06,1.66942696245e-05,-37.7080306286,-232.004853309,OK
440224,1,190224,88.6746190226,125,409.94645872,417.032116696,17.4854662265,0.0433233382407,390.764167441,1.47033130039,1.513668202437507,5.61909807098,0.257375741639,5.85901693266,-2.85743327553,-2.66377581836,-3909.659887182849,-7773.261337890308,1,1,1,20.781054858627424,440224,440224,-0.0187898,0.0336193,0.000340546,0.7600016099369918,True,True,165.77248545438934,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.6973864711,84.6973864711,2.4552255811,1.47174275254e-05,207.951178809,207.951189916,2.45522544996,2.4552255811,-1.03097971889e-05,-1.05028926915e-05,12.5790716465,207.570372945,61.0509428429,139.999975542,-2.44578516799e-05,0.0883876827605,236.620793209,2.14274659896e-05,233.635328549,233.635307139,3.82689140691,3.82689105622,4.03856042621e-07,2.14236597955e-05,13.8276869278,233.225774349,OK
441331,1,191331,89.3351957406,125,405.638625818,395.819119646,5.66141877621,0.197864075809,822.551722768,1.1967870566,1.3959654919766389,2.37271441964,0.246389011586,5.34934471989,-2.37954847795,-2.63964231357,-7202.902668357425,-7386.632733940389,1,1,1,12.838253384681423,441331,441331,-0.0165974,-0.0432362,-0.000470469,5.409834326495201,True,True,166.9364236321755,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,85.3722743426,85.3722743426,2.51487780611,1.17747177226e-05,214.700829946,214.700838001,2.51487771175,2.51487780611,6.78174528034e-06,-9.6255861328e-06,43.4135987658,210.265798031,54.9045601183,139.979021477,-0.0209785229798,0.148375904283,158.501720663,1.66059620299e-05,239.650815233,239.650822477,4.36486176589,4.36486189782,1.34040762017e-05,-9.80248520107e-06,42.9157726989,235.776906621,OK
442468,1,192468,102.272009504,125,397.295958695,389.52130169,20.8861089309,0.279746640029,498.616586267,1.23942394682,1.5229541495426886,4.27828687162,0.249337236916,5.39166337923,-2.23365021961,-2.4358193757,-11684.074771704863,-7553.296522767634,1,1,1,17.261390700753196,442468,442468,-0.0167152,-0.0335191,-0.000377468,3.8697688302019904,True,True,165.5148947112028,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.5435989464,83.5435989464,2.56530486209,1.52192729299e-05,214.31481403,214.314800574,2.56530502316,2.56530486209,-8.0081627092e-06,-1.29420090611e-05,-14.5633601151,-213.819428619,40.9700872442,140.007502455,0.007502454948,0.464268222539,42.4098817827,4.03056065546e-05,242.984358198,242.984319153,5.93077473207,5.93077377905,-1.1921359358e-05,-3.85022481265e-05,-12.0259284787,-242.686578478,OK
442614,1,192614,103.020743304,125,410.889094654,428.499599332,4.40928978733,-0.206684518051,1001.76585552,1.55596017643,1.3477750878216344,2.0934001954,0.267510066779,5.9971611983,-3.20162758303,-2.71309369044,-1054.0140639511492,-7593.184454253461,1,1,1,12.75074649616727,442614,442614,-0.0200737,0.0868364,0.000850747,7.789503509717871,True,True,167.09993251059018,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.5094677116,81.5094677116,2.68371560712,2.37531413715e-05,218.748253455,218.748230625,2.6837158872,2.68371560712,-1.50358121692e-06,2.3705505026e-05,46.9765304025,213.644573956,50.6810576605,139.993734373,-0.00626562711346,0.188768100199,190.112409562,2.09057418254e-05,240.705712317,240.7056916,4.74942164643,4.74942123767,1.81300509352e-06,2.08269789888e-05,52.8578631158,234.830335027,OK
442736,1,192736,44.85110195,125,534.039230448,119.0590909,5.15208245235,0.142029577681,86.6349548011,1.23657234092,1.37908381896934,1.37918937743,0.24251610148,0.833502122621,4.25194876326,-4.70511490689,-12159.13114663378,-7472.636650626987,1,1,1,23.452744369799962,442736,442736,0.0572698,0.0338634,0.000447221,4.102073488497576,True,True,174.50990877021712,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,3,1,1,0,1_STEP,CLEAN,0->2,1,1,0,0,0,78.1880054052,78.1880054052,2.83088151115,1.2298234283e-05,221.340991187,221.340978895,2.83088166836,2.83088151115,3.19320961016e-06,1.18764463904e-05,64.0404958778,211.874135438,55.4801411287,142.98875241,2.98875240963,0.123519872203,215.514720012,6.6401725074e-06,239.598732184,239.598732868,4.3186395584,4.31863957072,-6.59786837815e-06,7.48347374279e-07,51.3625249063,234.028723663,OK
447124,1,197124,98.2509649254,125,550.083432228,113.139694933,3.22033697327,-0.255660507366,556.639590203,1.52824123456,1.2697103801759042,1.47900329987,0.279765656319,0.405379934371,4.60962422624,-4.96771703367,-3448.1584844150784,-7673.653853660199,1,1,1,24.527779487859682,447124,447124,0.0612328,0.0699224,0.00165323,3.5880931175933903,True,True,177.20812150149246,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.3248515462,81.3248515462,2.73606996898,1.92023242579e-05,222.510473495,222.510484048,2.73606983923,2.73606996898,-1.84129554751e-05,-5.44906667038e-06,64.4994543226,212.957111192,43.0788081354,139.926985032,-0.0730149679454,0.365622602396,227.217718454,3.00157197124e-06,243.708770728,243.70877245,5.65727747069,5.65727751065,-2.8581278759e-06,-9.16809327804e-07,72.1123503952,232.795562351,OK
447584,1,197584,94.2352107057,125,556.987154165,113.111133789,5.97899248144,0.0223741422689,1189.32369843,1.38270192843,1.4050779378764993,1.21762257171,0.25803392082,0.427873126769,4.82444819978,-5.00569792086,-1150.878621515354,-7599.278066494793,1,1,1,25.09386328890662,447584,447584,0.0618387,0.0708688,0.0016662,3.6421588437031867,True,True,168.62438001012885,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.1272941455,83.1272941455,2.66769347046,1.89189105464e-05,221.758158662,221.758139809,2.66769369726,2.66769347046,4.79983959902e-06,1.82999102753e-05,38.2918770401,218.4271345,49.2349071681,139.981161882,-0.0188381177237,0.22007319886,178.856393047,1.43608477741e-05,242.453778291,242.453763934,4.92442846421,4.92442817261,2.05265097808e-06,1.4213394132e-05,40.1944546686,239.098808909,OK
447874,1,197874,95.375437106,125,539.318674644,110.689041055,4.42531939525,0.179259819676,667.413994135,1.16832251041,1.3485565426640636,2.43010863114,0.251364255956,0.534464266229,4.45278674117,-4.75511097217,-7301.621732830036,-7426.702612522666,1,1,1,23.705370665083766,447874,447874,0.0613913,0.0831222,0.00217696,4.225745258625488,True,True,174.64767022935118,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.1958504123,83.1958504123,2.63778163287,9.38072435844e-06,219.452495496,219.452486149,2.63778174522,2.63778163287,-2.9949365936e-06,-8.88978876517e-06,-52.0883440372,-213.181148779,47.5248574763,139.865136438,-0.134863561588,0.258559468649,231.349812511,2.13256014878e-05,242.485644012,242.485622708,5.10229081977,5.1022903715,-3.81692573533e-06,-2.09812382082e-05,-54.1245388152,-236.367979748,OK
448834,1,198834,80.2432255536,125,537.895770219,120.341647675,2.26673301364,0.216007945981,1211.41263431,0.93759101069,1.1553150401978154,0.700821772074,0.234402774311,0.62048904027,4.35666626029,-4.72687354585,-7048.038423891374,-6636.40435584923,1,1,1,23.514442198382255,448834,448834,0.0570723,0.0266868,0.000208178,4.67744856667989,True,True,184.31823591272067,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.6823021464,82.6823021464,2.65247428991,1.65321652959e-05,219.312697201,219.312680674,2.6524744898,2.65247428991,-8.03534674425e-06,-1.4448034194e-05,-101.712871737,-194.300156656,50.702348433,140.154923182,0.154923182417,0.19661919577,213.949885022,3.28318512034e-05,242.014964945,242.014997234,4.77324961121,4.77325024805,1.86729626424e-05,2.70046462595e-05,-99.3202266443,-220.696025875,OK
449062,1,199062,72.1527186197,125,410.834118755,406.273657483,9.65323559867,0.0660990637821,543.661479852,1.40142502045,1.467572311196677,0.395255938654,0.255081934365,5.64648052311,-2.57828483296,-2.70143865571,-5858.397597805441,-7697.8269856516345,1,1,1,9.692719161705595,449062,449062,-0.0173545,-0.0208285,-0.000217914,2.2315938216523423,True,True,166.1497587732456,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.3077143498,82.3077143498,2.69878761515,1.64167258503e-05,222.131024621,222.131040119,2.69878742686,2.69878761515,7.41311477136e-06,1.46476829919e-05,-29.3050799445,-220.189473837,43.7580835983,139.602617584,-0.397382415683,0.374249727516,295.022049978,1.67780381419e-05,243.584471,243.584487473,5.56661651905,5.5666168955,-1.43972852831e-06,1.67161522384e-05,-25.5380182056,-242.242036275,OK
450063,1,200063,78.324505768,125,532.962853243,122.653889026,3.19450836437,0.0355337275849,117.72332287,1.23188090412,1.2674221137081492,1.26047429779,0.263796187218,0.662840056254,4.20342339003,-4.68696680243,-7968.733890033752,-7716.908180522244,1,1,1,23.130587243602342,450063,450063,0.0556791,0.0132851,-0.000212133,6.009512798376731,True,True,179.0671421386856,,True,NUCLEATED,38,8,,CSV_VERIFIED,0,3,2,1,0,1_STEP,CLEAN,0->2,1,1,1,0,0,84.0352207382,84.0352207382,2.62602116866,1.80158916235e-05,220.678255211,220.678268571,2.62602100967,2.62602116866,7.12814814399e-06,-1.65457503615e-05,71.215913011,208.871218834,55.1550077783,140.028469209,0.0284692087735,0.147026098053,211.406649183,8.50199676405e-06,240.831241676,240.831247349,4.36644379862,4.36644390148,4.32330365315e-06,-7.32072363217e-06,72.7407634263,229.583249179,OK
451643,1,201643,73.5451221807,125,416.653175578,408.794863481,4.76235742028,-0.0568461755885,196.997437975,1.4207000864,1.3638232499174998,1.83878697424,0.264925567482,5.63086666162,-2.63809693894,-2.85247423787,-5477.194771570297,-7815.501895499852,1,1,1,12.096510814170188,451643,451643,-0.0170321,-0.0361493,-0.000371442,4.219968867534452,True,True,167.7206617772525,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.2330780371,82.2330780371,2.67364504946,1.60691088536e-05,219.862063891,219.862061996,2.67364507251,2.67364504946,1.52392223136e-05,-5.09728973338e-06,-44.6681831066,-215.276753404,40.6976947031,139.721406441,-0.278593559151,0.484364901979,103.716485761,6.42148513296e-06,243.580733295,243.580735338,5.98512360643,5.98512365663,-5.54097774484e-06,3.2454640568e-06,-49.833942049,-238.428504697,OK
454532,1,204532,35.3371303001,125,403.632009268,398.440739109,5.52520951521,0.0066633492566,20.823118947,1.38508256931,1.3917459678802182,0.845985594173,0.258224598016,5.49074904232,-2.55258816537,-2.69019727119,-7961.764450326239,-7799.7434581796215,1,1,1,10.131208452899191,454532,454532,-0.0171593,-0.0230957,-0.000250518,2.495141007953705,True,True,167.3662479386047,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,3,2,1,0,1_STEP,CLEAN,0->2,1,1,1,0,0,83.2141199088,83.2141199088,2.65845310779,5.29975501835e-06,221.220836583,221.220835684,2.6584531186,2.65845310779,-5.28072570418e-06,4.4870847085e-07,-55.8508876498,-214.054518493,49.5867858217,140.140034463,0.14003446301,0.230639976179,169.636762964,1.57654308768e-05,242.234939962,242.23495442,4.88507040632,4.88507069788,8.82603073896e-06,1.30633070899e-05,-44.3293935612,-238.144223119,OK
454877,1,204877,113.914788157,125,426.998674564,417.38476485,3.9034905132,-0.278639302236,1257.0639679,1.60238579841,1.3200087903249398,2.1658998017,0.269423991692,5.66533371054,-2.65819357911,-2.92648051648,-1419.4944542755447,-7478.433938780847,1,1,1,12.780099070553423,454877,454877,-0.0169779,-0.0454321,-0.000447552,5.741932907472099,True,True,170.82860736397018,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.363012524,82.363012524,2.64585381637,6.81902660702e-06,217.920484338,217.920491015,2.64585373531,2.64585381637,2.9654661279e-07,6.81257542884e-06,-53.5894526616,-211.22856828,54.0655621535,139.946455012,-0.0535449880823,0.147063754189,262.615021411,2.17754948917e-05,239.590698061,239.590676474,4.4314844518,4.43148405253,-2.56871803988e-06,-2.16234563706e-05,-59.2682525083,-232.144301765,OK
455933,1,205933,113.276635184,125,431.800093934,425.988277403,3.33276262133,-0.0902125729835,2434.97336171,1.36962778815,1.2792924019047378,0.96591498787,0.266272829401,5.88394852428,-2.77009218295,-2.93485220136,732.2710998511393,-7108.168450224807,1,1,1,10.907082170047891,455933,455933,-0.0175104,-0.0282408,-0.000269204,3.0771511978541,True,True,169.47729149596267,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.4004213386,82.4004213386,2.67037985129,6.99531922664e-06,220.040423757,220.040424881,2.67037983766,2.67037985129,6.92794731192e-06,-9.68523167475e-07,-65.0782798179,-210.196587943,53.5576052,139.99990725,-9.27495309497e-05,0.155139361619,253.501148073,6.52634758237e-06,240.418396339,240.418389814,4.48896838163,4.48896825981,-2.01603339925e-06,-6.2071589394e-06,-69.313274273,-230.210067781,OK
457921,1,207921,88.1718874454,125,369.05530696,377.004496595,8.8035541079,0.306290476641,389.87107655,1.14639687203,1.4576906370369427,7.35936079303,0.238505941873,5.07398940061,-2.38922639545,-2.19322630102,-14087.798088625166,-7269.955228415826,1,1,1,24.598619294025056,457921,457921,-0.0183408,0.0329372,0.000401273,0.7223649176368133,True,True,166.36258689808264,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,91.6229632955,91.6229632955,2.14083719735,2.35255877541e-05,196.149869019,196.149847955,2.14083742725,2.14083719735,-6.9334082331e-06,2.24806834738e-05,31.7127612832,193.569294796,65.6149641376,139.998136765,-0.00186323482868,0.0672576227811,175.157416455,1.90881136366e-05,231.315604091,231.315597366,3.52534832764,3.52534822516,-1.68434278806e-05,8.98081396281e-06,29.9486680627,229.368668255,OK
